cache_profile,group,trace,n_req,main_algo,main_qps,cmaes_v7_qps,drl_v7_qps,RSD_qps,ARC_qps,Cacheus_qps,GLCache_qps,LHD_qps,LRU_qps,LeCaR_qps,S3FIFO_qps,Sieve_qps,WTinyLFU_qps,LRB_qps,ThreeLCache_OMR_qps,ThreeLCache_BMR_qps,ThreeLCache_avg_qps
cache0001_step2,alibabaBlock,alibabaBlock_0,13934482,step2,541524.6418740217,59302.53782346324,36781.877483123026,,6560000.0,1600000.0,3510000.0,1750000.0,7520000.0,4920000.0,4400000.0,7020000.0,2380000.0,20000.0,595490.6837606838,810000.0,702745.3418803419
cache0001_step2,alibabaBlock,alibabaBlock_1,22462800,step2,1397847.4025974025,194483.1168831169,103849.09834685893,,9120000.0,2870000.0,3920000.0,3660000.0,9640000.0,6620000.0,6570000.0,10320000.0,3580000.0,30000.0,1337071.4285714284,1150000.0,1243535.714285714
cache0001_step2,alibabaBlock,alibabaBlock_10,2756726994,step2,709999.8534231693,22031.18321375006,13266.060575076808,,2370000.0,760000.0,1840000.0,830000.0,4880000.0,2140000.0,1780000.0,5380000.0,920000.0,0.0,419089.2220921571,460000.0,439544.61104607856
cache0001_step2,alibabaBlock,alibabaBlock_100,13314727,step2,239663.81119249365,18552.855177623234,13613.360165779457,,4580000.0,1090000.0,2080000.0,1390000.0,5280000.0,3390000.0,2750000.0,5650000.0,1550000.0,10000.0,388184.46064139943,560000.0,474092.23032069975
cache0001_step2,alibabaBlock,alibabaBlock_101,2680631,step2,749826.8531468532,,47068.42883907723,,6190000.0,1690000.0,1870000.0,2069999.9999999998,6400000.0,3990000.0,4200000.0,6730000.0,2460000.0,20000.0,496413.1481481481,350000.0,423206.57407407404
cache0001_step2,alibabaBlock,alibabaBlock_102,1020214,step2,850178.3333333333,54498.61111111111,61132.00429184549,,6960000.0,2040000.0,2720000.0,2290000.0,7530000.0,5360000.0,4690000.0,7790000.0,2800000.0,30000.0,680142.6666666666,490000.0,585071.3333333333
cache0001_step2,alibabaBlock,alibabaBlock_103,14648866,step2,217020.23703703703,,15178.047807669334,,4450000.0,930000.0,1950000.0,1420000.0,5190000.0,3590000.0,2680000.0,5060000.0,1610000.0,10000.0,405785.76177285315,520000.0,462892.88088642654
cache0001_step2,alibabaBlock,alibabaBlock_104,2442829,step2,574169.2094017094,,49373.64255590037,,5550000.0,1880000.0,960000.0,2460000.0,6590000.0,4990000.0,4380000.0,6710000.0,3010000.0,20000.0,444150.7272727273,250000.0,347075.36363636365
cache0001_step2,alibabaBlock,alibabaBlock_105,4240092,step2,587102.1199388846,137908.6546089816,82720.82263211987,,5310000.0,1700000.0,2009999.9999999998,2270000.0,6830000.0,4590000.0,4220000.0,6950000.0,2350000.0,20000.0,652321.8461538461,320000.0,486160.92307692306
cache0001_step2,alibabaBlock,alibabaBlock_106,14375371,step2,197135.97038645638,,14952.780769160563,,4470000.0,930000.0,1970000.0,1500000.0,5320000.0,3610000.0,2730000.0,4940000.0,1620000.0,10000.0,406083.92655367235,530000.0,468041.9632768362
cache0001_step2,alibabaBlock,alibabaBlock_107,344170131,step2,250110.2591474753,41894.567363977796,27971.8425851031,,2970000.0,1090000.0,2270000.0,660000.0,5260000.0,2360000.0,2380000.0,5680000.0,2560000.0,10000.0,301427.6852338413,520000.0,410713.84261692065
cache0001_step2,alibabaBlock,alibabaBlock_108,3249302,step2,746965.9770114943,58485.9614884421,46068.158708491195,,6180000.0,1680000.0,1950000.0,2120000.0,6400000.0,4850000.0,3640000.0,6380000.0,2250000.0,20000.0,773643.3333333333,520000.0,646821.6666666666
cache0001_step2,alibabaBlock,alibabaBlock_109,14415962,step2,285681.1567906703,27235.90024560741,14940.277680845044,,4490000.0,930000.0,1970000.0,1350000.0,4980000.0,3530000.0,2700000.0,4920000.0,1470000.0,10000.0,450498.8125,520000.0,485249.40625
cache0001_step2,alibabaBlock,alibabaBlock_11,10301231,step2,427085.1982919255,41237.914331465174,22799.668974929715,,5190000.0,1280000.0,1980000.0,2190000.0,5860000.0,3600000.0,3330000.0,5600000.0,2140000.0,10000.0,509961.9306930693,660000.0,584980.9653465346
cache0001_step2,alibabaBlock,alibabaBlock_110,254175,step2,677800.0,,188536.40109890111,,8230000.0,2710000.0,1260000.0,3420000.0,8119999.999999999,6430000.0,5280000.0,8180000.0,3590000.0,1280000.0,847250.0,580000.0,713625.0
cache0001_step2,alibabaBlock,alibabaBlock_111,14542799,step2,225431.8796851754,,14799.65797954739,,4170000.0,930000.0,1880000.0,1270000.0,4840000.0,3430000.0,2620000.0,4910000.0,1370000.0,10000.0,447470.73846153845,510000.0,478735.3692307692
cache0001_step2,alibabaBlock,alibabaBlock_112,15359214,step2,842967.6142473118,99322.54705386191,59845.446256466996,,7310000.0,2049999.9999999998,3040000.0,2790000.0,8199999.999999999,5750000.0,4900000.0,7900000.0,2960000.0,20000.0,741991.0144927537,750000.0,745995.5072463768
cache0001_step2,alibabaBlock,alibabaBlock_113,35849172,step2,1309120.1418663305,309311.2338222606,111805.85696431331,,9230000.0,2890000.0,4690000.0,4290000.0,10280000.0,6950000.0,6600000.0,10320000.0,4440000.0,40000.0,1378814.3076923077,1340000.0,1359407.153846154
cache0001_step2,alibabaBlock,alibabaBlock_114,3077203,step2,997241.7129629629,100063.93885529804,59985.69263648064,,5950000.0,1840000.0,5310000.0,2420000.0,7230000.0,5030000.0,3930000.0,7050000.0,2570000.0,20000.0,549500.5357142858,390000.0,469750.2678571429
cache0001_step2,alibabaBlock,alibabaBlock_115,37668970,step2,1170548.805981393,,105385.32531993336,,9530000.0,2890000.0,4790000.0,4290000.0,10430000.0,7000000.0,6650000.0,10430000.0,4530000.0,40000.0,1432280.2281368822,1380000.0,1406140.114068441
cache0001_step2,alibabaBlock,alibabaBlock_116,14455879,step2,187405.7995944727,,15049.58871954441,,4430000.0,930000.0,2150000.0,1440000.0,5230000.0,3610000.0,2710000.0,5070000.0,1860000.0,10000.0,404926.5826330532,510000.0,457463.2913165266
cache0001_step2,alibabaBlock,alibabaBlock_117,24201003,step2,436842.63271589857,35661.176262176064,27306.354841682347,,4590000.0,1130000.0,2170000.0,1290000.0,5250000.0,3720000.0,2730000.0,5640000.0,1920000.0,10000.0,538997.8396436526,600000.0,569498.9198218263
cache0001_step2,alibabaBlock,alibabaBlock_118,4697602,step2,539461.0152681717,,27682.480092963793,,5760000.0,1380000.0,1950000.0,2009999.9999999998,6230000.0,4360000.0,3750000.0,6260000.0,2089999.9999999998,20000.0,594633.164556962,470000.0,532316.582278481
cache0001_step2,alibabaBlock,alibabaBlock_119,1423585,step2,604791.0130718953,49696.247410746924,35470.05114024916,,6170000.0,1370000.0,1280000.0,1960000.0,6350000.0,4930000.0,3130000.0,6220000.0,2530000.0,20000.0,182510.89743589744,120000.0,151255.44871794872
cache0001_step2,alibabaBlock,alibabaBlock_12,46269497,step2,230018.4892841361,33744.240365371224,22026.661571176403,,6060000.0,1510000.0,3260000.0,1560000.0,7000000.0,3940000.0,3550000.0,8119999.999999999,2620000.0,20000.0,722960.890625,810000.0,766480.4453125
cache0001_step2,alibabaBlock,alibabaBlock_120,2981882,step2,596615.0460184074,79199.63629601561,44214.243516071874,,6630000.0,1620000.0,650000.0,1960000.0,5180000.0,4570000.0,3990000.0,6440000.0,2690000.0,20000.0,387257.4025974026,210000.0,298628.7012987013
cache0001_step2,alibabaBlock,alibabaBlock_121,194473022,step2,1178197.2710642188,105496.28311437975,49512.761801196306,,7140000.0,1960000.0,2560000.0,1650000.0,9360000.0,5910000.0,5220000.0,9440000.0,2980000.0,10000.0,1013936.5067778936,540000.0,776968.2533889469
cache0001_step2,alibabaBlock,alibabaBlock_122,16739108,step2,554039.6774059877,60991.595493119254,47937.162395158666,,6240000.0,1640000.0,3320000.0,1870000.0,6850000.0,4720000.0,3750000.0,6780000.0,2240000.0,20000.0,804764.8076923076,720000.0,762382.4038461538
cache0001_step2,alibabaBlock,alibabaBlock_123,13999040,step2,1176593.3591588268,163540.18691588787,98786.05479917728,,8700000.0,2670000.0,4030000.0000000005,3400000.0,9440000.0,6370000.0,6190000.0,9390000.0,2860000.0,30000.0,1166586.6666666667,1160000.0,1163293.3333333335
cache0001_step2,alibabaBlock,alibabaBlock_124,525839189,step2,208551.81334087602,22362.379635975227,14919.056508709793,,3500000.0,830000.0,1820000.0,470000.0,4550000.0,2810000.0,2340000.0,4890000.0,1310000.0,10000.0,241654.0390625,480000.0,360827.01953125
cache0001_step2,alibabaBlock,alibabaBlock_125,8980886,step2,875091.0384108454,,69011.73098471072,,7360000.0,2310000.0,2600000.0,2640000.0,8109999.999999999,5470000.0,4960000.0,7740000.0,2590000.0,30000.0,907160.202020202,780000.0,843580.1010101009
cache0001_step2,alibabaBlock,alibabaBlock_126,21974016,step2,505100.73038073035,62028.48140692519,51197.15668629689,,4930000.0,1780000.0,2570000.0,1980000.0,6750000.0,4600000.0,4059999.9999999995,6840000.0,2270000.0,10000.0,676123.5692307692,450000.0,563061.7846153846
cache0001_step2,alibabaBlock,alibabaBlock_127,3814552,step2,911254.088888889,93641.92626241769,62217.2748229571,,6760000.0,1750000.0,1980000.0,2710000.0,7520000.0,5300000.0,4550000.0,7060000.0,2880000.0,20000.0,501914.7368421053,390000.0,445957.36842105264
cache0001_step2,alibabaBlock,alibabaBlock_128,34339341,step2,1283050.1589821898,,125481.32200247771,,9660000.0,3090000.0,5250000.0,4650000.0,10670000.0,6710000.0,6910000.0,10500000.0,4620000.0,30000.0,1560879.1363636365,1550000.0,1555439.5681818184
cache0001_step2,alibabaBlock,alibabaBlock_129,4285829,step2,728773.1232808202,133100.2795031056,52586.34898649052,,6070000.0,1610000.0,2460000.0,2760000.0,7290000.0,5050000.0,4690000.0,7250000.0,2040000.0,20000.0,857165.8,680000.0,768582.9
cache0001_step2,alibabaBlock,alibabaBlock_13,14729512,step2,178082.42941469315,,14536.376172599634,,4460000.0,910000.0,1960000.0,1400000.0,5190000.0,3460000.0,2730000.0,4920000.0,1860000.0,10000.0,406892.5966850828,520000.0,463446.29834254144
cache0001_step2,alibabaBlock,alibabaBlock_130,14405136,step2,162132.87023759456,,14770.13336090837,,4370000.0,920000.0,1990000.0,1470000.0,5270000.0,3430000.0,2720000.0,5040000.0,1890000.0,10000.0,448758.1308411215,530000.0,489379.0654205608
cache0001_step2,alibabaBlock,alibabaBlock_131,44238211,step2,1312267.7224986884,,99704.39238985744,,9650000.0,2930000.0,4260000.0,3940000.0,10400000.0,6580000.0,6580000.0,10530000.0,4280000.0,30000.0,1324497.3353293415,1140000.0,1232248.6676646709
cache0001_step2,alibabaBlock,alibabaBlock_132,13199244,step2,469575.3308233754,35169.84812150279,21505.298113127545,,4240000.0,1220000.0,2450000.0,1500000.0,5310000.0,3500000.0,2720000.0,5760000.0,1850000.0,20000.0,568932.9310344828,590000.0,579466.4655172414
cache0001_step2,alibabaBlock,alibabaBlock_133,18970895,step2,930146.989689235,,139034.99819799786,,12340000.0,4230000.0,6700000.0,4990000.0,12990000.0,7780000.0,9530000.0,13130000.0,5190000.0,50000.0,1772980.8411214955,2430000.0,2101490.420560748
cache0001_step2,alibabaBlock,alibabaBlock_134,1010043,step2,847588.5314685315,45437.20908149171,45649.13928169693,,7020000.0,2270000.0,2850000.0,2490000.0,6560000.0,5780000.0,4620000.0,7820000.0,2430000.0,30000.0,505021.5,490000.0,497510.75
cache0001_step2,alibabaBlock,alibabaBlock_135,36812678,step2,1333862.3436398297,361617.6620825147,118933.81306117614,,9860000.0,3180000.0,5360000.0,4770000.0,10930000.0,6810000.0,7070000.0,10830000.0,4810000.0,30000.0,1761372.153110048,1620000.0,1690686.076555024
cache0001_step2,alibabaBlock,alibabaBlock_136,14812791,step2,229116.81465020298,,14512.462416875711,,4460000.0,950000.0,2020000.0,1390000.0,5210000.0,3470000.0,2690000.0,5050000.0,1880000.0,10000.0,468759.20886075945,510000.0,489379.6044303797
cache0001_step2,alibabaBlock,alibabaBlock_137,25464607,step2,872747.6942524172,27721.803898322592,16403.914030154956,,9290000.0,2029999.9999999998,2440000.0,2890000.0,10110000.0,7910000.0,5030000.0,10180000.0,3190000.0,30000.0,729644.8997134671,630000.0,679822.4498567336
cache0001_step2,alibabaBlock,alibabaBlock_138,18908234,step2,1008610.8251049824,,128899.83396782883,,12110000.0,4160000.0,6880000.0,4940000.0,12810000.0,7590000.0,9520000.0,13120000.0,5070000.0,50000.0,1783795.6603773586,2380000.0,2081897.8301886793
cache0001_step2,alibabaBlock,alibabaBlock_139,7818464,step2,788986.5497716896,,57639.45989309503,,6650000.0,2069999.9999999998,2710000.0,2840000.0,7650000.0,5370000.0,4760000.0,8050000.000000001,2950000.0,20000.0,751775.3846153846,590000.0,670887.6923076923
cache0001_step2,alibabaBlock,alibabaBlock_14,12835277,step2,429626.7308312482,76727.49789179054,62650.89735651006,,6040000.0,1640000.0,2940000.0,2060000.0,6710000.0,4900000.0,3920000.0,7040000.0,2370000.0,10000.0,602595.1643192488,740000.0,671297.5821596244
cache0001_step2,alibabaBlock,alibabaBlock_140,2549721,step2,474589.46209016396,,24789.961317400463,,6790000.0,1690000.0,2060000.0,2110000.0,7430000.0,5420000.0,4030000.0000000005,7310000.0,2420000.0,20000.0,472170.5555555555,330000.0,401085.27777777775
cache0001_step2,alibabaBlock,alibabaBlock_141,351088635,step2,268777.3270105111,45007.02549177647,27521.65405873039,,2860000.0,1100000.0,2420000.0,660000.0,5250000.0,2340000.0,2380000.0,5710000.0,2530000.0,10000.0,305241.3797600417,500000.0,402620.68988002086
cache0001_step2,alibabaBlock,alibabaBlock_142,1123248,step2,780033.3333333333,,61739.480431848846,,8400000.0,2190000.0,2940000.0,2460000.0,8550000.0,5370000.0,5380000.0,8730000.0,2840000.0,40000.0,624026.6666666666,540000.0,582013.3333333333
cache0001_step2,alibabaBlock,alibabaBlock_143,574384,step2,598316.6666666667,73638.97435897436,51316.72359266288,,7260000.0,2080000.0,490000.0,2480000.0,7610000.0,5320000.0,4300000.0,7600000.0,3160000.0,30000.0,574384.0,290000.0,432192.0
cache0001_step2,alibabaBlock,alibabaBlock_144,392737034,step2,262537.28267164587,31046.160425609283,24898.22252946948,,2650000.0,1040000.0,2230000.0,560000.0,4630000.0,2100000.0,2270000.0,5660000.0,2480000.0,10000.0,297573.14290043944,480000.0,388786.5714502197
cache0001_step2,alibabaBlock,alibabaBlock_145,14460120,step2,221975.52631578947,,14484.764994070598,,4490000.0,940000.0,1870000.0,1360000.0,5070000.0,3590000.0,2700000.0,5020000.0,1860000.0,10000.0,461984.6645367412,520000.0,490992.3322683706
cache0001_step2,alibabaBlock,alibabaBlock_146,928865,step2,886643.8636363635,71706.90912490651,57911.44476289734,,7540000.0,2180000.0,2610000.0,2480000.0,8130000.000000001,5550000.0,4640000.0,7800000.0,2660000.0,40000.0,516036.1111111111,450000.0,483018.05555555556
cache0001_step2,alibabaBlock,alibabaBlock_147,37731973,step2,1271214.379617989,307514.04237978806,112429.62236336547,,9550000.0,3030000.0,4840000.0,4350000.0,10380000.0,7070000.0,6690000.0,10420000.0,4500000.0,30000.0,1397480.4814814816,1400000.0,1398740.2407407407
cache0001_step2,alibabaBlock,alibabaBlock_148,92614642,step2,584419.8364799431,,47738.21914376295,,7310000.0,1920000.0,3390000.0,2460000.0,8510000.0,5060000.0,4780000.0,8359999.999999999,2490000.0,10000.0,1006680.8913043478,850000.0,928340.4456521738
cache0001_step2,alibabaBlock,alibabaBlock_149,1017432,step2,1130480.0,75642.41176470587,41651.694067658114,,7400000.0,1960000.0,2810000.0,2220000.0,7740000.0,5210000.0,4710000.0,8080000.0,2580000.0,30000.0,635895.0,470000.0,552947.5
cache0001_step2,alibabaBlock,alibabaBlock_15,10623010,step2,439596.6992505702,38727.706890266134,19335.935686138997,,5190000.0,1270000.0,2100000.0,2190000.0,5960000.0,3670000.0,3270000.0,5630000.0,2140000.0,10000.0,531150.5,630000.0,580575.25
cache0001_step2,alibabaBlock,alibabaBlock_150,4473143,step2,363538.5367859963,41642.310994852785,38369.60208320476,,5820000.0,1630000.0,2960000.0,2009999.9999999998,6750000.0,4870000.0,4019999.9999999995,6620000.0,2410000.0,10000.0,596419.0666666667,760000.0,678209.5333333333
cache0001_step2,alibabaBlock,alibabaBlock_151,2416171,step2,639822.2857142857,,41188.782676030765,,6330000.0,1880000.0,1010000.0,2420000.0,6820000.0,5010000.0,4280000.0,6570000.0,2730000.0,20000.0,447439.07407407404,230000.0,338719.537037037
cache0001_step2,alibabaBlock,alibabaBlock_152,938024,step2,781686.6666666667,56350.48203203926,49436.78677429198,,7090000.0,2020000.0,2710000.0,2410000.0,7680000.0,5280000.0,4470000.0,7380000.0,2820000.0,30000.0,521124.44444444444,480000.0,500562.22222222225
cache0001_step2,alibabaBlock,alibabaBlock_153,5304339,step2,1199015.203931204,,59754.727068544875,,8470000.0,2470000.0,2980000.0,3150000.0,8189999.999999999,5730000.0,5360000.0,8970000.0,2870000.0,30000.0,671435.3164556961,520000.0,595717.6582278481
cache0001_step2,alibabaBlock,alibabaBlock_154,36481805,step2,1404438.7124744551,,110011.01312796742,,9930000.0,3100000.0,4820000.0,4370000.0,10980000.0,7150000.0,7280000.0,10900000.0,4660000.0,30000.0,1271143.031358885,1210000.0,1240571.5156794426
cache0001_step2,alibabaBlock,alibabaBlock_155,933605,step2,855804.5833333334,90649.80674962292,42503.68497247461,,6760000.0,2250000.0,2660000.0,2250000.0,8010000.0,4640000.0,4950000.0,6980000.0,2900000.0,40000.0,518669.44444444444,440000.0,479334.72222222225
cache0001_step2,alibabaBlock,alibabaBlock_156,1021992,step2,766494.0,56430.479323308275,42772.1846629322,,7080000.0,2160000.0,2830000.0,2270000.0,7690000.0,5490000.0,4570000.0,7510000.0,2570000.0,30000.0,486662.8571428571,480000.0,483331.4285714285
cache0001_step2,alibabaBlock,alibabaBlock_157,37519541,step2,1379119.330376763,315555.43313709,97477.02925740869,,9540000.0,2920000.0,4770000.0,4320000.0,10570000.0,7050000.0,6670000.0,10250000.0,4360000.0,30000.0,1454245.7751937984,1340000.0,1397122.8875968992
cache0001_step2,alibabaBlock,alibabaBlock_158,930642,step2,888340.0909090908,77236.70881151527,59292.02011922504,,7330000.0,2049999.9999999998,2660000.0,2290000.0,7170000.0,5450000.0,4530000.0,7550000.0,2900000.0,40000.0,517023.3333333333,430000.0,473511.6666666666
cache0001_step2,alibabaBlock,alibabaBlock_159,938830,step2,830503.4615384615,73291.74605694928,56325.425209692454,,7790000.0,2140000.0,2570000.0,2300000.0,7400000.0,5560000.0,4920000.0,7920000.0,2830000.0,40000.0,586768.75,450000.0,518384.375
cache0001_step2,alibabaBlock,alibabaBlock_16,14867655,step2,186196.14776598333,,14106.05054862092,,4380000.0,940000.0,2120000.0,1410000.0,5250000.0,3560000.0,2680000.0,4920000.0,1880000.0,10000.0,523508.9788732395,530000.0,526754.4894366197
cache0001_step2,alibabaBlock,alibabaBlock_160,18461928,step2,1053872.3819408407,,80060.55499684262,,8420000.0,2540000.0,3740000.0,3270000.0,9160000.0,6480000.0,5600000.0,9240000.0,3210000.0,30000.0,1125727.3170731708,1080000.0,1102863.6585365855
cache0001_step2,alibabaBlock,alibabaBlock_161,38528804,step2,1207432.821145616,,108596.07722364414,,9490000.0,2940000.0,4650000.0,4220000.0,10470000.0,6980000.0,6640000.0,10410000.0,4450000.0,30000.0,1416500.1470588236,1280000.0,1348250.0735294118
cache0001_step2,alibabaBlock,alibabaBlock_162,999232,step2,728606.6666666667,69949.15454810616,52769.34969038439,,7260000.0,2240000.0,2570000.0,2340000.0,8029999.999999999,5430000.0,4930000.0,7770000.0,2640000.0,30000.0,499616.0,450000.0,474808.0
cache0001_step2,alibabaBlock,alibabaBlock_163,22450813,step2,1248654.7830923246,174172.3273855702,82366.58155538751,,9350000.0,2840000.0,4040000.0,3720000.0,9980000.0,6800000.0,6640000.0,10100000.0,2800000.0,30000.0,1282903.6,1180000.0,1231451.8
cache0001_step2,alibabaBlock,alibabaBlock_164,161479,step2,672829.1666666667,105730.29761904763,142846.8076923077,,6770000.0,1930000.0,1614790.0,2300000.0,7260000.0,5030000.0,4350000.0,7230000.0,2980000.0,1000000.0,538263.3333333334,380000.0,459131.6666666667
cache0001_step2,alibabaBlock,alibabaBlock_165,14629358,step2,627760.2933318694,,53341.13125642908,,6990000.0,2150000.0,2960000.0,2680000.0,8390000.0,5810000.0,5080000.0,8430000.0,3040000.0,20000.0,886627.7575757576,830000.0,858313.8787878788
cache0001_step2,alibabaBlock,alibabaBlock_166,14859143,step2,326121.1437089713,,13885.582142467141,,4430000.0,930000.0,2100000.0,1410000.0,5220000.0,3560000.0,2670000.0,5040000.0,1850000.0,10000.0,430699.7971014493,520000.0,475349.8985507246
cache0001_step2,alibabaBlock,alibabaBlock_167,645214,step2,300261.92640692636,43716.812509934825,35814.38205989287,,5490000.0,1390000.0,1330000.0,1560000.0,4420000.0,4800000.0,3040000.0,6310000.0,1640000.0,30000.0,496318.4615384615,340000.0,418159.23076923075
cache0001_step2,alibabaBlock,alibabaBlock_168,934309,step2,943746.4646464647,73704.29484705202,57861.59245614035,,7220000.0,1820000.0,2630000.0,2360000.0,7430000.0,5270000.0,3750000.0,7550000.0,2700000.0,30000.0,519060.55555555556,440000.0,479530.27777777775
cache0001_step2,alibabaBlock,alibabaBlock_169,16200779,step2,245108.21612349915,,14196.626384210387,,4370000.0,910000.0,2089999.9999999998,1410000.0,5140000.0,3560000.0,2700000.0,4960000.0,1840000.0,10000.0,421895.2864583334,520000.0,470947.6432291667
cache0001_step2,alibabaBlock,alibabaBlock_17,11733733,step2,1056073.68691739,53316.739858113506,31766.297827533526,,8320000.0,2060000.0,2790000.0,2410000.0,8640000.0,6300000.0,5180000.0,8890000.0,2700000.0,20000.0,724304.5061728396,710000.0,717152.2530864198
cache0001_step2,alibabaBlock,alibabaBlock_170,16188495,step2,738036.4928713528,41566.463961836984,20279.53377939601,,5900000.0,1690000.0,1730000.0,1770000.0,6920000.0,5590000.0,3520000.0,6130000.0,2069999.9999999998,10000.0,297582.6286764706,180000.0,238791.3143382353
cache0001_step2,alibabaBlock,alibabaBlock_171,5735886,step2,675651.7599778271,64420.31496147798,33941.24891590522,,6990000.0,1720000.0,2240000.0,2270000.0,7530000.0,5230000.0,4150000.0000000005,7460000.0,2320000.0,10000.0,490246.6666666667,410000.0,450123.3333333334
cache0001_step2,alibabaBlock,alibabaBlock_172,597738,step2,747172.5,120697.09615384616,149527.95497185743,,7570000.0,2190000.0,6360000.0,3100000.0,7420000.0,5970000.0,5220000.0,7590000.0,3480000.0,80000.0,853911.4285714286,540000.0,696955.7142857143
cache0001_step2,alibabaBlock,alibabaBlock_173,37822559,step2,1367153.156282986,276682.94806144846,112405.31915992964,,9550000.0,2950000.0,4740000.0,4260000.0,10640000.0,7040000.0,6790000.0,10610000.0,4440000.0,30000.0,1416575.2434456928,1350000.0,1383287.6217228463
cache0001_step2,alibabaBlock,alibabaBlock_174,40118664,step2,1268527.4964539008,,107642.90852528274,,9630000.0,2990000.0,4590000.0,4190000.0000000005,10490000.0,6800000.0,6650000.0,10320000.0,4330000.0,30000.0,1302554.025974026,1230000.0,1266277.012987013
cache0001_step2,alibabaBlock,alibabaBlock_175,3360378,step2,612801.0278514589,64386.63593150659,41692.76330275229,,6810000.0,1950000.0,2990000.0,2560000.0,7160000.0,5510000.0,4450000.0,7650000.0,2660000.0,20000.0,685791.4285714285,840000.0,762895.7142857143
cache0001_step2,alibabaBlock,alibabaBlock_176,18962678,step2,1174723.4055132936,,143313.9435584473,,12140000.0,4220000.0,6660000.0,5010000.0,12820000.0,7580000.0,9660000.0,13470000.0,5140000.0,50000.0,1859086.0784313728,2430000.0,2144543.0392156863
cache0001_step2,alibabaBlock,alibabaBlock_177,361717173,step2,975561.4366327062,204221.2274449486,172623.06410031545,,5500000.0,1460000.0,4950000.0,1560000.0,7430000.0,4380000.0,3720000.0,7240000.0,2060000.0,20000.0,590173.2305433187,810000.0,700086.6152716593
cache0001_step2,alibabaBlock,alibabaBlock_178,319466387,step2,279144.94870501163,47893.00219835184,26699.323674175626,,3460000.0,1150000.0,2460000.0,690000.0,5030000.0,2280000.0,2460000.0,5770000.0,2630000.0,10000.0,310161.540776699,530000.0,420080.77038834954
cache0001_step2,alibabaBlock,alibabaBlock_179,7068254,step2,714774.4612733539,,44880.011977672235,,6530000.0,1960000.0,2560000.0,2620000.0,7620000.0,5360000.0,4440000.0,7690000.0,2730000.0,20000.0,736276.4583333334,530000.0,633138.2291666667
cache0001_step2,alibabaBlock,alibabaBlock_18,14139817,step2,205454.92722746448,,13389.603781243452,,4460000.0,930000.0,2120000.0,1490000.0,5280000.0,3580000.0,2740000.0,4960000.0,1700000.0,10000.0,441869.28125,520000.0,480934.640625
cache0001_step2,alibabaBlock,alibabaBlock_180,3032280,step2,767788.8461538462,80798.09953475257,42960.20220032642,,7550000.0,2170000.0,1700000.0,2770000.0,7920000.0,5730000.0,4620000.0,7870000.0,3300000.0,20000.0,445923.5294117647,380000.0,412961.76470588235
cache0001_step2,alibabaBlock,alibabaBlock_181,77288995,step2,2061390.741686528,,158093.83947425033,,12400000.0,3910000.0,7280000.0,4920000.0,13500000.0,7300000.0,9610000.0,13770000.0,5600000.0,40000.0,2220948.132183908,2130000.0,2175474.066091954
cache0001_step2,alibabaBlock,alibabaBlock_182,4410347,step2,983680.3357843137,97417.3032128514,50386.36251853574,,8840000.0,2800000.0,3490000.0,3160000.0,9460000.0,6340000.0,6120000.0,9290000.0,3080000.0,30000.0,580308.8157894737,500000.0,540154.4078947369
cache0001_step2,alibabaBlock,alibabaBlock_183,1728552,step2,342321.08235294116,70319.93897787947,45954.334443704196,,6180000.0,1430000.0,1830000.0,1900000.0,6820000.0,4150000.0000000005,3530000.0,6730000.0,1990000.0,10000.0,508397.64705882355,320000.0,414198.8235294118
cache0001_step2,alibabaBlock,alibabaBlock_184,1580685,step2,397108.36397058825,57554.8283193502,35448.88744424269,,6310000.0,1640000.0,1750000.0,2040000.0,6800000.0,4550000.0,3540000.0,6920000.0,2009999.9999999998,10000.0,564530.3571428572,480000.0,522265.1785714286
cache0001_step2,alibabaBlock,alibabaBlock_185,764345,step2,902351.7361111111,,184206.25725900117,,6610000.0,1700000.0,1710000.0,2600000.0,7090000.0,5060000.0,4580000.0,7080000.0,6660000.0,30000.0,272980.35714285716,240000.0,256490.17857142858
cache0001_step2,alibabaBlock,alibabaBlock_186,794748,step2,626165.0909090908,86481.0848431286,96468.0112044818,,6220000.0,1980000.0,1230000.0,2540000.0,6710000.0,5160000.0,4320000.0,6890000.0,2740000.0,20000.0,264916.0,130000.0,197458.0
cache0001_step2,alibabaBlock,alibabaBlock_187,14170518,step2,203574.5212467012,,12902.742045848583,,4490000.0,950000.0,2040000.0,1470000.0,5280000.0,3450000.0,2720000.0,5030000.0,1700000.0,10000.0,463088.82352941175,530000.0,496544.4117647059
cache0001_step2,alibabaBlock,alibabaBlock_188,104284128,step2,1122699.1483799194,,54535.816872556636,,8870000.0,2260000.0,2890000.0,2240000.0,9760000.0,6310000.0,5670000.0,9780000.0,3410000.0,20000.0,1118928.4120171673,640000.0,879464.2060085837
cache0001_step2,alibabaBlock,alibabaBlock_189,14148099,step2,1076041.0748987854,,88601.37351741691,,8440000.0,2360000.0,3290000.0,3170000.0,8950000.0,6010000.0,5870000.0,8990000.0,2800000.0,20000.0,1003411.2765957447,1010000.0,1006705.6382978724
cache0001_step2,alibabaBlock,alibabaBlock_19,35895603,step2,1322469.5842105262,,87818.1793044803,,9320000.0,2860000.0,4660000.0,4240000.0,10020000.0,6860000.0,6560000.0,10080000.0,4340000.0,30000.0,1508218.6134453781,1310000.0,1409109.306722689
