trace,group,RSD,cmaes-v7,drl-v7,ARC,Cacheus,GL-Cache,LHD,LRU,LeCaR,S3-FIFO,SIEVE,W-TinyLFU,LRB,3L-Cache,invalid_throughput_note,mean_qps_policy
alibabaBlock_0,alibabaBlock,"(531850.458015, 496628.573378)","(85226.189602, 77801.180660)","(38728.410228, 36537.586923)","(6030000.000000, 6030000.000000)","(2060000.000000, 2060000.000000)","(3160000.000000, 3160000.000000)","(1570000.000000, 1570000.000000)","(6370000.000000, 6370000.000000)","(4550000.000000, 4550000.000000)","(3400000.000000, 3400000.000000)","(6330000.000000, 6330000.000000)","(2060000.000000, 2060000.000000)","(30000.000000, 30000.000000)","(645114.907407, 628138.199318)"
alibabaBlock_1,alibabaBlock,"(1146061.224490, 1107859.183673)","(223733.067729, 207209.488024)","(92439.506173, 86883.764672)","(8480000.000000, 8480000.000000)","(3020000.000000, 3020000.000000)","(5800000.000000, 5800000.000000)","(3080000.000000, 3080000.000000)","(9030000.000000, 9030000.000000)","(6150000.000000, 6150000.000000)","(5640000.000000, 5640000.000000)","(8430000.000000, 8430000.000000)","(2640000.000000, 2640000.000000)","(60000.000000, 60000.000000)","(1064587.677725, 985172.871121)"
alibabaBlock_10,alibabaBlock,"(996611.472470, 996071.615763)","(380794.954554, 337328.880859)","(136880.241215, 112520.528452)","(3410000.000000, 3410000.000000)","(1500000.000000, 1500000.000000)","(2430000.000000, 2430000.000000)","(1490000.000000, 1490000.000000)","(3660000.000000, 3660000.000000)","(2380000.000000, 2380000.000000)","(2510000.000000, 2510000.000000)","(4970000.000000, 4970000.000000)","(1860000.000000, 1860000.000000)","(40000.000000, 40000.000000)","(941826.783054, 919862.481814)"
alibabaBlock_100,alibabaBlock,"(197255.214815, 187274.258539)","(36279.910082, 32823.156408)","(13560.166005, 13103.566570)","(3690000.000000, 3690000.000000)","(1080000.000000, 1080000.000000)","(1880000.000000, 1880000.000000)","(930000.000000, 930000.000000)","(3890000.000000, 3890000.000000)","(3030000.000000, 3030000.000000)","(1910000.000000, 1910000.000000)","(3780000.000000, 3780000.000000)","(2090000.000000, 2090000.000000)","(10000.000000, 10000.000000)","(399841.651652, 352612.649220)"
alibabaBlock_101,alibabaBlock,"(864719.677419, 700422.938710)","(262806.960784, 188681.920563)","(128876.490385, 122210.465020)","(5110000.000000, 5110000.000000)","(1430000.000000, 1430000.000000)","(2700000.000000, 2700000.000000)","(2350000.000000, 2350000.000000)","(5920000.000000, 5920000.000000)","(4020000.000000, 4020000.000000)","(3280000.000000, 3280000.000000)","(6380000.000000, 6380000.000000)","(1990000.000000, 1990000.000000)","(20000.000000, 20000.000000)","(705429.210526, 664415.884333)"
alibabaBlock_102,alibabaBlock,"(850178.333333, 743906.041667)","(300062.941176, 254134.939976)","(283392.777778, 272493.055556)","(7020000.000000, 7020000.000000)","(2320000.000000, 2320000.000000)","(5010000.000000, 5010000.000000)","(2940000.000000, 2940000.000000)","(8230000.000000, 8230000.000000)","(5660000.000000, 5660000.000000)","(4800000.000000, 4800000.000000)","(8170000.000000, 8170000.000000)","(2650000.000000, 2650000.000000)","(50000.000000, 50000.000000)","(1133571.111111, 959175.555556)"
alibabaBlock_103,alibabaBlock,"(225714.422188, 206520.037181)","(39752.689281, 39455.155119)","(15278.333333, 14748.196076)","(3870000.000000, 3870000.000000)","(1260000.000000, 1260000.000000)","(1860000.000000, 1860000.000000)","(930000.000000, 930000.000000)","(4220000.000000, 4220000.000000)","(3390000.000000, 3390000.000000)","(1950000.000000, 1950000.000000)","(4250000.000000, 4250000.000000)","(2170000.000000, 2170000.000000)","(10000.000000, 10000.000000)","(457777.062500, 400823.578198)"
alibabaBlock_104,alibabaBlock,"(581625.952381, 540081.241497)","(115227.783019, 87697.992495)","(69398.551136, 61721.720258)","(5990000.000000, 5990000.000000)","(1500000.000000, 1500000.000000)","(3020000.000000, 3020000.000000)","(2310000.000000, 2310000.000000)","(6680000.000000, 6680000.000000)","(4360000.000000, 4360000.000000)","(4010000.000000, 4010000.000000)","(6130000.000000, 6130000.000000)","(2710000.000000, 2710000.000000)","(20000.000000, 20000.000000)","(939549.615385, 799886.834719)"
alibabaBlock_105,alibabaBlock,"(1413364.000000, 1312409.428571)","(642438.181818, 546755.899420)","(305042.589928, 285857.521379)","(5460000.000000, 5460000.000000)","(1640000.000000, 1640000.000000)","(3370000.000000, 3370000.000000)","(2670000.000000, 2670000.000000)","(6370000.000000, 6370000.000000)","(3620000.000000, 3620000.000000)","(3480000.000000, 3480000.000000)","(5880000.000000, 5880000.000000)","(3770000.000000, 3770000.000000)","(30000.000000, 30000.000000)","(815402.307692, 786280.796703)"
alibabaBlock_106,alibabaBlock,"(226027.845912, 200561.858401)","(34815.623638, 33927.429148)","(14647.820461, 13885.010641)","(3990000.000000, 3990000.000000)","(1240000.000000, 1240000.000000)","(1920000.000000, 1920000.000000)","(920000.000000, 920000.000000)","(4270000.000000, 4270000.000000)","(3470000.000000, 3470000.000000)","(1980000.000000, 1980000.000000)","(4170000.000000, 4170000.000000)","(1200000.000000, 1200000.000000)","(10000.000000, 10000.000000)","(479179.033333, 463504.952804)"
alibabaBlock_107,alibabaBlock,"(406244.252833, 319074.599633)","(153107.402909, 151327.780494)","(89812.408601, 65643.842041)","(2900000.000000, 2900000.000000)","(940000.000000, 940000.000000)","(1750000.000000, 1750000.000000)","(960000.000000, 960000.000000)","(3850000.000000, 3850000.000000)","(2340000.000000, 2340000.000000)","(1900000.000000, 1900000.000000)","(3540000.000000, 3540000.000000)","(2270000.000000, 2270000.000000)","(10000.000000, 10000.000000)","(458282.464714, 431047.914863)"
alibabaBlock_108,alibabaBlock,"(722067.111111, 706703.981087)","(225645.972222, 223343.462302)","(126925.859375, 122756.761804)","(5740000.000000, 5740000.000000)","(1670000.000000, 1670000.000000)","(3680000.000000, 3680000.000000)","(2180000.000000, 2180000.000000)","(5610000.000000, 5610000.000000)","(4090000.000000, 4090000.000000)","(3540000.000000, 3540000.000000)","(6350000.000000, 6350000.000000)","(2340000.000000, 2340000.000000)","(30000.000000, 30000.000000)","(878189.729730, 808333.728501)"
alibabaBlock_109,alibabaBlock,"(207423.913669, 207274.902237)","(35315.928466, 33917.790536)","(14563.048793, 14080.223698)","(3980000.000000, 3980000.000000)","(1270000.000000, 1270000.000000)","(1890000.000000, 1890000.000000)","(910000.000000, 910000.000000)","(4070000.000000, 4070000.000000)","(3350000.000000, 3350000.000000)","(1940000.000000, 1940000.000000)","(4270000.000000, 4270000.000000)","(2140000.000000, 2140000.000000)","(10000.000000, 10000.000000)","(446314.613003, 421724.276199)"
alibabaBlock_11,alibabaBlock,"(248822.004831, 241205.004683)","(36170.052669, 31904.762047)","(14642.830135, 13837.882046)","(4310000.000000, 4310000.000000)","(1220000.000000, 1220000.000000)","(2170000.000000, 2170000.000000)","(1010000.000000, 1010000.000000)","(4680000.000000, 4680000.000000)","(3670000.000000, 3670000.000000)","(2330000.000000, 2330000.000000)","(4260000.000000, 4260000.000000)","(1640000.000000, 1640000.000000)","(10000.000000, 10000.000000)","(400826.108949, 366027.700777)"
alibabaBlock_110,alibabaBlock,"(635437.500000, 635437.500000)","(363107.142857, 340412.946429)","(363107.142857, 340412.946429)","(7280000.000000, 7280000.000000)","(2590000.000000, 2590000.000000)","(4290000.000000, 4290000.000000)","(3900000.000000, 3900000.000000)","(7700000.000000, 7700000.000000)","(6010000.000000, 6010000.000000)","(4910000.000000, 4910000.000000)","(8560000.000000, 8560000.000000)","(1060000.000000, 1060000.000000)","(1410000.000000, 1410000.000000)","(2541750.000000, 2541750.000000)"
alibabaBlock_111,alibabaBlock,"(203111.717877, 195259.460743)","(38503.571618, 36252.953684)","(14611.472923, 13727.532364)","(3860000.000000, 3860000.000000)","(1240000.000000, 1240000.000000)","(1890000.000000, 1890000.000000)","(890000.000000, 890000.000000)","(4000000.000000, 4000000.000000)","(3270000.000000, 3270000.000000)","(1920000.000000, 1920000.000000)","(4070000.000000, 4070000.000000)","(2130000.000000, 2130000.000000)","(10000.000000, 10000.000000)","(483149.468439, 413475.431619)"
alibabaBlock_112,alibabaBlock,"(673649.736842, 633334.791201)","(164445.546039, 157145.768141)","(88935.807759, 78843.942376)","(6380000.000000, 6380000.000000)","(2050000.000000, 2050000.000000)","(4160000.000000, 4160000.000000)","(2160000.000000, 2160000.000000)","(6940000.000000, 6940000.000000)","(4870000.000000, 4870000.000000)","(3750000.000000, 3750000.000000)","(6660000.000000, 6660000.000000)","(2980000.000000, 2980000.000000)","(20000.000000, 20000.000000)","(887815.838150, 801098.942331)"
alibabaBlock_113,alibabaBlock,"(880815.036855, 875470.285418)","(214024.907463, 177332.524347)","(127395.778252, 118613.900155)","(8570000.000000, 8570000.000000)","(2910000.000000, 2910000.000000)","(6490000.000000, 6490000.000000)","(3340000.000000, 3340000.000000)","(9100000.000000, 9100000.000000)","(5780000.000000, 5780000.000000)","(5380000.000000, 5380000.000000)","(8560000.000000, 8560000.000000)","(4070000.000000, 4070000.000000)","(30000.000000, 30000.000000)","(1352798.943396, 1325840.993437)"
alibabaBlock_114,alibabaBlock,"(1337914.347826, 982957.480035)","(233121.439394, 217784.502592)","(394513.205128, 387207.405033)","(5130000.000000, 5130000.000000)","(1450000.000000, 1450000.000000)","(3820000.000000, 3820000.000000)","(2770000.000000, 2770000.000000)","(5730000.000000, 5730000.000000)","(3740000.000000, 3740000.000000)","(3570000.000000, 3570000.000000)","(6740000.000000, 6740000.000000)","(2380000.000000, 2380000.000000)","(20000.000000, 20000.000000)","(961625.937500, 908202.274306)"
alibabaBlock_115,alibabaBlock,"(1141483.939394, 1014951.521584)","(211623.426966, 210100.113262)","(141188.043478, 127633.649238)","(8940000.000000, 8940000.000000)","(3020000.000000, 3020000.000000)","(6710000.000000, 6710000.000000)","(3370000.000000, 3370000.000000)","(9420000.000000, 9420000.000000)","(5780000.000000, 5780000.000000)","(5580000.000000, 5580000.000000)","(8950000.000000, 8950000.000000)","(4190000.000000, 4190000.000000)","(40000.000000, 40000.000000)","(1312507.665505, 1254173.991483)"
alibabaBlock_116,alibabaBlock,"(206512.557143, 193044.346894)","(35318.541412, 33527.414504)","(14808.316943, 14072.614510)","(3950000.000000, 3950000.000000)","(1210000.000000, 1210000.000000)","(1920000.000000, 1920000.000000)","(900000.000000, 900000.000000)","(4180000.000000, 4180000.000000)","(3380000.000000, 3380000.000000)","(1940000.000000, 1940000.000000)","(4300000.000000, 4300000.000000)","(2140000.000000, 2140000.000000)","(10000.000000, 10000.000000)","(469346.720779, 400451.789289)"
alibabaBlock_117,alibabaBlock,"(831649.587629, 611943.132550)","(153559.663706, 143596.516005)","(63821.210443, 63081.397339)","(4390000.000000, 4390000.000000)","(1160000.000000, 1160000.000000)","(2700000.000000, 2700000.000000)","(1230000.000000, 1230000.000000)","(4090000.000000, 4090000.000000)","(3220000.000000, 3220000.000000)","(2150000.000000, 2150000.000000)","(4300000.000000, 4300000.000000)","(1550000.000000, 1550000.000000)","(10000.000000, 10000.000000)","(546298.036117, 488844.231962)"
alibabaBlock_118,alibabaBlock,"(809931.379310, 783804.560623)","(248550.370370, 246608.570602)","(154526.381579, 138589.587656)","(5420000.000000, 5420000.000000)","(1940000.000000, 1940000.000000)","(3700000.000000, 3700000.000000)","(2030000.000000, 2030000.000000)","(5250000.000000, 5250000.000000)","(4020000.000000, 4020000.000000)","(3600000.000000, 3600000.000000)","(6040000.000000, 6040000.000000)","(2150000.000000, 2150000.000000)","(30000.000000, 30000.000000)","(757677.741935, 751664.426523)"
alibabaBlock_119,alibabaBlock,"(474528.333333, 415212.291667)","(75722.606383, 66107.037318)","(27429.383430, 23256.146138)","(6410000.000000, 6410000.000000)","(950000.000000, 950000.000000)","(2040000.000000, 2040000.000000)","(2030000.000000, 2030000.000000)","(7050000.000000, 7050000.000000)","(4580000.000000, 4580000.000000)","(2590000.000000, 2590000.000000)","(6810000.000000, 6810000.000000)","(1200000.000000, 1200000.000000)","(10000.000000, 10000.000000)","(837402.941176, 728176.470588)"
alibabaBlock_12,alibabaBlock,"(706404.534351, 634989.703229)","(182955.701858, 180801.204211)","(97759.342911, 86417.799802)","(6150000.000000, 6150000.000000)","(1580000.000000, 1580000.000000)","(4600000.000000, 4600000.000000)","(2350000.000000, 2350000.000000)","(6340000.000000, 6340000.000000)","(4260000.000000, 4260000.000000)","(3510000.000000, 3510000.000000)","(6160000.000000, 6160000.000000)","(3750000.000000, 3750000.000000)","(30000.000000, 30000.000000)","(927244.428858, 860444.658683)"
alibabaBlock_120,alibabaBlock,"(1192752.800000, 1093356.733333)","(338850.227273, 328035.858317)","(234793.858268, 190125.758402)","(5430000.000000, 5430000.000000)","(1550000.000000, 1550000.000000)","(3580000.000000, 3580000.000000)","(2700000.000000, 2700000.000000)","(6410000.000000, 6410000.000000)","(4490000.000000, 4490000.000000)","(3910000.000000, 3910000.000000)","(6810000.000000, 6810000.000000)","(1970000.000000, 1970000.000000)","(10000.000000, 10000.000000)","(1028235.172414, 852967.813480)"
alibabaBlock_121,alibabaBlock,"(1789080.239190, 1785800.532061)","(733030.614399, 637067.647211)","(383273.594797, 348192.120213)","(9860000.000000, 9860000.000000)","(3360000.000000, 3360000.000000)","(7610000.000000, 7610000.000000)","(3220000.000000, 3220000.000000)","(10510000.000000, 10510000.000000)","(5610000.000000, 5610000.000000)","(7230000.000000, 7230000.000000)","(10190000.000000, 10190000.000000)","(5990000.000000, 5990000.000000)","(70000.000000, 70000.000000)","(1980377.006110, 1870954.001243)"
alibabaBlock_122,alibabaBlock,"(828668.712871, 775090.994367)","(140783.078217, 135271.802674)","(73096.541485, 72608.391380)","(5820000.000000, 5820000.000000)","(2010000.000000, 2010000.000000)","(3540000.000000, 3540000.000000)","(1930000.000000, 1930000.000000)","(5860000.000000, 5860000.000000)","(4250000.000000, 4250000.000000)","(3760000.000000, 3760000.000000)","(5930000.000000, 5930000.000000)","(3720000.000000, 3720000.000000)","(40000.000000, 40000.000000)","(962017.701149, 940874.454970)"
alibabaBlock_123,alibabaBlock,"(1166586.666667, 1053059.776286)","(271299.224806, 254084.806989)","(158181.242938, 144081.522119)","(8320000.000000, 8320000.000000)","(2900000.000000, 2900000.000000)","(4870000.000000, 4870000.000000)","(2900000.000000, 2900000.000000)","(8440000.000000, 8440000.000000)","(5810000.000000, 5810000.000000)","(5480000.000000, 5480000.000000)","(8120000.000000, 8120000.000000)","(5350000.000000, 5350000.000000)","(50000.000000, 50000.000000)","(1284315.596330, 1278477.798165)"
alibabaBlock_124,alibabaBlock,"(439848.757005, 366365.057182)","(330404.768457, 280939.318903)","(175449.330686, 160881.846817)","(3430000.000000, 3430000.000000)","(1230000.000000, 1230000.000000)","(2310000.000000, 2310000.000000)","(1220000.000000, 1220000.000000)","(3890000.000000, 3890000.000000)","(2820000.000000, 2820000.000000)","(2300000.000000, 2300000.000000)","(3700000.000000, 3700000.000000)","(2570000.000000, 2570000.000000)","(30000.000000, 30000.000000)","(772611.209227, 531069.173879)"
alibabaBlock_125,alibabaBlock,"(1095230.000000, 1041070.274725)","(221750.271605, 212011.239406)","(154310.756014, 134725.160058)","(7590000.000000, 7590000.000000)","(2740000.000000, 2740000.000000)","(5050000.000000, 5050000.000000)","(2530000.000000, 2530000.000000)","(6670000.000000, 6670000.000000)","(5320000.000000, 5320000.000000)","(4940000.000000, 4940000.000000)","(7200000.000000, 7200000.000000)","(3210000.000000, 3210000.000000)","(50000.000000, 50000.000000)","(986910.549451, 951663.744113)"
